timestamp_ns,x,y,servo_angle_rad
0,0.9898387789726257,0.44617173075675964,0.7072337199740627
35409225,0.9626761674880981,0.4409979581832886,0.7072337199740627
68952241,0.9366539716720581,0.4318089187145233,0.7072337199740627
98729343,0.9106593132019043,0.41882896423339844,0.7072337199740627
134954431,0.8848817944526672,0.40351346135139465,0.7072337199740627
167082255,0.8595795035362244,0.38575029373168945,0.7072337199740627
198244290,0.8336237072944641,0.36593765020370483,0.7072337199740627
238484903,0.8077225089073181,0.3465498983860016,0.7072337199740627
267938007,0.7811078429222107,0.3256407082080841,0.7072337199740627
301070527,0.754258394241333,0.30475708842277527,0.7072337199740627
336339252,0.7264958620071411,0.2795734405517578,0.7072337199740627
368315837,0.6975887417793274,0.2517998218536377,0.7072337199740627
400690511,0.6680358052253723,0.21845483779907227,0.7072337199740627
436387474,0.6379819512367249,0.18086856603622437,0.7072337199740627
466679460,0.6084577441215515,0.1376122534275055,2.9380652692622684
498564638,0.5788419842720032,0.08867014944553375,2.9380652692622684
537014117,0.55042564868927,0.036786288022994995,2.9380652692622684
566252982,0.523951530456543,0.000749211001675576,2.9380652692622684
599813461,0.5009968876838684,0.004321490414440632,2.9380652692622684
636398769,0.4780559539794922,0.0070128305815160275,2.9380652692622684
667329343,0.45537903904914856,0.006041252054274082,2.9380652692622684
700023070,0.43235352635383606,0.004223320633172989,2.9380652692622684
732657224,0.4086211025714874,-0.0007459589396603405,2.9380652692622684
770432467,0.38509777188301086,-0.001030605286359787,2.9380652692622684
800825730,0.36076855659484863,-0.001815082156099379,2.9380652692622684
832972461,0.3360896110534668,-0.0017738378373906016,2.9380652692622684
864881880,0.31126609444618225,-0.004195300862193108,2.9380652692622684
903427969,0.2861316502094269,-0.004909631330519915,2.9380652692622684
933590993,0.2615305781364441,-0.007289901841431856,2.9380652692622684
963766499,0.23854225873947144,-0.00871189683675766,0.42137030746038756
1004057130,0.21645000576972961,-0.011847875081002712,0.42137030746038756
1035344775,0.19441358745098114,-0.017602890729904175,0.42137030746038756
1063972923,0.1739473193883896,-0.02148309536278248,0.42137030746038756
1106900607,0.15403680503368378,-0.021378563717007637,0.42137030746038756
1130783718,0.1299898326396942,-0.025886397808790207,0.42137030746038756
1169078086,0.028125040233135223,-0.02022124081850052,0.42137030746038756
